Company,TypeName,Disp_size,IPS_Panel,Touch_Screen,Processor,RAM_GB,SSD_Disk,HDD_Disk,HybridFlash_Disk,GPU_company,Op_Sys,Weight_kg,Price_INR,PPI,SSD_storage,HDD_storage,Other_storage
Apple,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,macOS,1.37,108691,1612,512,0,0
Dell,2 in 1 Convertible,15.6,1,1,Intel ,8,0,1,0,Intel,Windows,2.08,43636,1087,0,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.3,95851,1086,256,1024,0
Asus,Notebook,15.6,0,0,AMD ,4,0,1,0,AMD,Windows,1.68,24988,773,0,0,0
Lenovo,2 in 1 Convertible,13.9,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,98515,1089,512,0,0
Acer,Notebook,17.3,1,0,Intel ,4,1,0,0,Nvidia,Windows,3,37403,1086,256,0,0
Dell,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.41,50563,1090,256,0,0
HP,Notebook,15.6,0,0,AMD ,8,1,0,0,AMD,Windows,1.91,23758,773,128,0,0
HP,Notebook,17.3,1,0,Intel ,16,0,1,0,Nvidia,Windows,2.9,56424,1086,0,0,0
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.14,133147,1086,512,1024,0
Lenovo,2 in 1 Convertible,15.6,1,1,Intel ,8,1,0,0,Nvidia,Windows,2,90523,1087,512,0,0
Dell,Notebook,17.3,0,0,Intel ,8,1,1,0,AMD,Windows,2.8,60846,1086,128,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,No OS,2.2,23656,1087,256,0,0
HP,Notebook,15.6,1,0,Intel ,4,0,1,0,Intel,Windows,2.1,38468,1087,0,500,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.18,35005,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.24,30103,1087,0,0,0
Dell,2 in 1 Convertible,15.6,0,1,Intel ,8,1,0,0,Intel,Windows,2.67,42571,1087,256,0,0
Asus,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.1,79867,1090,1024,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,2.2,24882,1087,0,0,0
HP,Notebook,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.5,54239,1086,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.05,46886,1087,256,0,0
Apple,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,macOS,1.37,104370,1612,512,0,0
Asus,Gaming,17.3,0,0,AMD ,16,1,1,0,AMD,Windows,3.2,82531,1086,256,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Linux,2.14,39165,1087,256,0,0
Lenovo,2 in 1 Convertible,14,0,1,Intel ,16,1,0,0,Intel,Windows,1.36,133147,1452,512,0,0
Toshiba,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.2,43263,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,12,0,1,0,Intel,Windows,2.3,37992,773,0,0,0
Dell,Notebook,17.3,0,0,Intel ,8,1,1,0,AMD,Linux,2.8,58555,1086,128,1024,0
Acer,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.2,39694,1087,0,0,0
Lenovo,Notebook,17.3,0,0,Intel ,4,0,1,0,Intel,Windows,2.8,26054,905,0,0,0
Lenovo,Notebook,17.3,0,0,Intel ,8,0,1,0,Nvidia,No OS,2.8,45235,1086,0,0,0
Lenovo,Notebook,17.3,0,0,Intel ,6,1,1,0,Nvidia,Windows,2.8,45768,905,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Linux,2.25,22804,1087,0,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2.5,44169,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,6,1,0,0,Intel,Windows,2.2,30849,1087,256,0,0
Acer,Notebook,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,3,50669,1087,256,0,0
Acer,Notebook,15.6,1,1,Intel ,12,0,1,0,Intel,Windows,2.15,35112,1087,0,0,0
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,1.95,58448,1087,256,0,0
Asus,Ultrabook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,1.7,52055,1087,256,0,0
Lenovo,Gaming,15.6,1,0,Intel ,16,1,1,0,Nvidia,Windows,2.5,62817,1087,256,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,No OS,2.2,35112,1087,0,0,0
Acer,Notebook,15.6,0,0,Intel ,2,1,0,0,Intel,Chrome,2.19,10603,773,16,0,0
Asus,Gaming,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,3,63243,1086,0,0,0
HP,Notebook,17.3,0,0,Intel ,8,0,1,0,Intel,Windows,2.54,26054,905,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2,97449,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.05,39374,1087,256,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,3.2,69211,1087,0,0,0
Acer,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Linux,2.5,52161,1087,256,0,0
Dell,Workstation,17.3,0,0,Intel ,16,1,0,0,Nvidia,Windows,3.42,153705,1086,256,0,0
Lenovo,Notebook,15.6,0,0,AMD ,6,0,1,0,AMD,Windows,2.4,26587,1087,0,0,0
Asus,Ultrabook,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,1.63,78215,1087,512,0,0
Asus,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.3,27120,774,128,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.9,113060,1086,256,1024,0
Lenovo,Notebook,17.3,0,0,Intel ,6,0,1,0,Nvidia,Windows,2.8,34579,905,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,No OS,2.2,29251,773,0,0,0
Asus,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,67399,1087,128,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,2.2,19180,773,0,0,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.28,105228,1090,256,0,0
Toshiba,Notebook,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2.2,55571,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.3,43636,1087,128,1024,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.86,24988,1087,0,0,0
Lenovo,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.1,53227,1090,256,0,0
Dell,Ultrabook,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.21,133147,2179,0,0,0
MSI,Gaming,15.6,1,0,Intel ,16,1,1,0,Nvidia,Windows,2.8,111835,1087,256,1024,0
Acer,Notebook,15.6,0,0,AMD ,8,1,0,0,AMD,Windows,2.23,24988,1087,256,0,0
Asus,2 in 1 Convertible,11.6,0,1,Intel ,2,0,0,1,Intel,Windows,1.1,14652,777,0,0,32
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,2.33,44968,1087,128,1024,0
HP,2 in 1 Convertible,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.29,130483,2179,0,0,0
Lenovo,Notebook,13.3,0,0,Intel ,4,0,0,1,Intel,Chrome,1.45,24503,775,0,0,16
HP,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.95,52214,1089,256,0,0
Acer,Notebook,11.6,0,0,Intel ,4,0,0,1,Intel,Windows,1.4,25841,777,0,0,128
HP,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.48,68838,1089,256,0,0
Lenovo,Notebook,17.3,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.79,31382,905,0,0,0
Asus,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,2,58288,1089,256,0,0
HP,Notebook,15.6,1,0,Intel ,8,0,1,0,Intel,Windows,2.1,48059,773,0,0,0
Acer,Notebook,15.6,0,0,AMD ,8,1,0,0,AMD,Windows,2.2,35112,773,256,0,0
Lenovo,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.44,15558,774,0,0,32
Acer,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.23,29251,773,0,0,0
Asus,Ultrabook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,1.7,55939,1087,256,0,0
HP,Ultrabook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,1.26,71129,1091,256,0,0
Dell,Notebook,15.6,0,1,Intel ,32,1,0,0,Nvidia,Windows,2.06,140606,2174,0,0,0
MSI,Gaming,17.3,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.7,63883,1086,256,1024,0
Toshiba,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2,50243,1087,256,0,0
Asus,Notebook,14,0,0,Intel ,8,1,1,0,Intel,Windows,2,71076,1089,256,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.85,23923,1087,0,0,0
Asus,Gaming,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.5,53227,1087,256,0,0
HP,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.48,67559,1089,256,0,0
Dell,Ultrabook,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,1.9,55891,1087,128,1024,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.84,60952,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2,14651,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2,60886,1087,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.2,14647,773,0,500,0
Lenovo,Notebook,15.6,0,0,AMD ,12,0,1,0,AMD,Windows,2.2,47899,1087,0,0,0
HP,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.1,38148,1087,0,0,0
Lenovo,2 in 1 Convertible,13.9,1,1,Intel ,16,1,0,0,Intel,Windows,1.4,111835,2178,512,0,0
Dell,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,84129,1090,256,0,0
Lenovo,Gaming,15.6,1,0,Intel ,16,1,1,0,Nvidia,Windows,2.4,60153,1087,256,2048,0
HP,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.44,14865,774,0,0,32
Dell,Ultrabook,15.6,0,0,Intel ,16,1,0,0,Intel,Windows,1.88,85672,1087,768,0,0
Asus,2 in 1 Convertible,11.6,0,1,Intel ,4,0,0,1,Intel,Windows,1.5,19980,777,0,0,32
Dell,Ultrabook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,1.9,35325,1087,0,0,0
Dell,Notebook,15.6,0,1,Intel ,16,1,0,0,Nvidia,Windows,2.06,108021,2174,512,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.84,69477,1087,256,0,0
MSI,Gaming,17.3,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.7,75072,1086,128,1024,0
HP,Workstation,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.6,92615,1087,256,0,0
Toshiba,Notebook,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.4,74752,1087,512,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,2.02,51730,1087,128,2048,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,2.2,17156,773,0,0,0
Dell,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.65,53227,1087,0,0,0
Dell,Notebook,15.6,0,1,Intel ,8,0,1,0,Intel,Windows,2.36,29697,773,0,0,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.36,76031,1089,256,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.86,23390,773,0,500,0
Asus,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,2,50350,1089,256,0,0
Lenovo,Notebook,17.3,0,0,Intel ,6,1,1,0,Nvidia,Windows,2.8,38308,905,128,1024,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,1.86,34046,1087,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,No OS,2.2,26587,773,256,0,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.04,20726,773,0,0,0
Dell,Notebook,17.3,0,0,Intel ,8,1,1,0,AMD,Windows,2.8,57809,1086,128,1024,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,No OS,2.4,43104,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,2.33,47899,1087,256,0,0
HP,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.36,93240,1089,256,0,0
Asus,2 in 1 Convertible,15.6,0,1,Intel ,12,1,1,0,Nvidia,Windows,2.26,58555,1087,512,2048,0
Acer,Notebook,15.6,0,0,AMD ,4,1,0,0,AMD,Windows,2.1,22697,773,128,0,0
Asus,Gaming,17.3,1,0,AMD ,16,1,1,0,AMD,Windows,3.25,117163,1086,256,1024,0
Lenovo,Notebook,17.3,0,0,AMD ,4,1,0,0,AMD,Windows,2.6,26054,905,128,0,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.62,46301,1090,256,0,0
HP,Notebook,15.6,0,0,AMD ,4,1,0,0,AMD,Windows,1.91,26053,1087,256,0,0
Lenovo,Netbook,11.6,1,0,Intel ,4,1,0,0,Intel,Windows,1.59,29464,777,128,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.8,16464,773,0,500,0
Asus,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.5,15238,774,0,0,32
Acer,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Linux,2.4,45075,1087,0,0,0
HP,Gaming,17.3,1,0,Intel ,8,1,1,0,Nvidia,Windows,3.35,63456,1086,128,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,No OS,1.85,21498,1087,128,0,0
Asus,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.3,88178,1087,128,1024,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.5,58555,1089,256,0,0
Asus,Ultrabook,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.1,93181,1090,512,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.13,121585,1452,512,0,0
Lenovo,Notebook,13.3,1,0,Intel ,4,1,0,0,Intel,Windows,1.5,29251,1090,128,0,0
Dell,Workstation,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.23,72940,1087,0,500,0
Dell,Workstation,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2,113753,1087,256,0,0
Lenovo,2 in 1 Convertible,14,0,1,Intel ,16,1,0,0,Intel,Windows,1.42,133680,1452,512,0,0
Asus,Gaming,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,3,55358,1086,0,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,3,84768,1086,256,1024,0
Acer,Notebook,15.6,1,0,Intel ,12,0,1,0,Nvidia,Windows,2.2,36976,773,0,0,0
MSI,Gaming,17.3,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.7,71875,1086,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Linux,2.33,41498,1087,256,0,0
HP,Ultrabook,15.6,0,0,AMD ,4,1,0,0,AMD,Windows,1.91,26587,1087,256,0,0
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,AMD,Windows,2.1,65511,1087,256,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.9,49977,1089,256,0,0
Dell,Workstation,15.6,0,1,Intel ,8,1,0,0,Nvidia,Windows,1.78,144495,2174,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,16,1,0,0,Intel,Windows,1.13,139860,1452,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,16304,773,0,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.9,81465,1086,256,1024,0
Lenovo,Notebook,15.6,1,0,Intel ,8,1,1,0,AMD,Windows,2.1,60979,1087,256,1024,0
Acer,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Linux,2.5,46833,1087,256,0,0
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.8,119827,1086,256,1024,0
Asus,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.1,99793,1089,512,0,0
Toshiba,Ultrabook,13.3,0,0,Intel ,16,1,0,0,Intel,Windows,1.2,93080,1090,512,0,0
Dell,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.36,89510,1089,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,21792,1087,0,500,0
Lenovo,Notebook,11.6,0,0,Intel ,2,0,0,1,Intel,Windows,1.15,16221,777,0,0,32
Lenovo,Workstation,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.67,102564,1087,512,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.7,103523,1452,512,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.1,24988,1087,0,0,0
Acer,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.6,42038,1090,256,0,0
Asus,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.27,49444,1090,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,1,0,0,AMD,Linux,2.3,31909,1087,256,0,0
Dell,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.65,36710,775,128,0,0
HP,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.43,79920,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.14,28769,773,0,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,AMD,Windows,1.75,64755,1089,256,0,0
Lenovo,2 in 1 Convertible,15.6,1,1,Intel ,16,1,0,0,Nvidia,Windows,2,101179,2174,512,0,0
Chuwi,Notebook,12.3,1,0,Intel ,6,0,0,1,Intel,Windows,1.4,23923,1838,0,0,64
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.31,76031,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Linux,2.3,31808,1087,0,0,0
Dell,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.42,149131,1448,256,1024,0
Dell,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.62,61752,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,2.02,60867,1087,256,2048,0
Dell,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Linux,1.6,58555,1089,256,0,0
HP,Gaming,17.3,0,0,Intel ,12,1,1,0,Nvidia,Windows,3.35,106507,1086,256,1024,0
Mediacom,2 in 1 Convertible,11.6,1,1,Intel ,4,1,0,0,Intel,Windows,1.16,15931,1093,32,0,0
Samsung,Netbook,11.6,0,0,Intel ,4,0,0,1,Intel,Chrome,1.15,14332,777,0,0,16
Lenovo,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.4,53813,1090,256,0,0
Lenovo,Notebook,14,1,0,Intel ,4,1,0,0,Intel,Windows,1.7,31915,1089,128,0,0
Lenovo,Workstation,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.3,130270,2174,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.5,130483,1087,512,0,0
Asus,Gaming,17.3,0,0,AMD ,8,1,1,0,AMD,Windows,3.2,90310,1086,256,1024,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,18488,773,0,500,0
Google,Ultrabook,12.3,0,1,Intel ,16,1,0,0,Intel,Chrome,1.1,117163,1612,512,0,0
Lenovo,Ultrabook,14,0,0,Intel ,24,1,0,0,Intel,Windows,1.32,126913,1452,512,0,0
Asus,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Linux,2,29784,1087,256,0,0
Lenovo,Notebook,17.3,0,0,AMD ,8,0,1,0,AMD,Windows,2.8,27652,905,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,1,0,0,AMD,Windows,2.2,39907,1087,256,0,0
Lenovo,Ultrabook,12.5,1,0,Intel ,8,1,0,0,Intel,Windows,1.36,76137,1091,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.2,18595,1087,128,0,0
HP,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,58555,1087,128,1024,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Nvidia,Windows,1.64,62817,1089,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.4,23539,773,0,500,0
Dell,Workstation,15.6,0,0,Intel ,8,0,1,1,Nvidia,Windows,2.23,106187,1087,0,1024,0
MSI,Gaming,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.2,54758,1087,256,0,0
Microsoft,Ultrabook,13.5,0,1,Intel ,16,1,0,0,Intel,Windows,1.25,137942,1513,512,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.91,31382,773,128,0,0
Dell,Workstation,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.17,105228,1087,256,0,0
HP,Workstation,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2.31,81732,1087,512,0,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.65,71662,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,2.36,52161,1087,128,1024,0
Dell,2 in 1 Convertible,11.6,0,1,Intel ,4,0,1,0,Intel,Windows,1.47,25521,777,0,500,0
Dell,Notebook,17.3,1,0,Intel ,8,0,1,0,Nvidia,Windows,4.42,109011,1086,0,0,0
Microsoft,Ultrabook,13.5,0,1,Intel ,4,1,0,0,Intel,Windows,1.252,52694,1513,128,0,0
Microsoft,Ultrabook,13.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.25,95851,1513,256,0,0
HP,Notebook,17.3,0,0,Intel ,8,1,0,0,Intel,Windows,2.5,34094,905,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.23,28984,1087,0,0,0
Acer,Netbook,11.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.4,23177,777,128,0,0
Asus,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.37,39907,1087,0,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,AMD,No OS,1.5,42571,1089,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.67,111355,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2,16197,773,0,500,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,24988,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.02,40440,1087,0,0,0
HP,Gaming,17.3,1,0,Intel ,12,0,1,0,Nvidia,Windows,3.78,90523,1086,0,0,0
Lenovo,Ultrabook,14,1,0,Intel ,12,1,0,0,Intel,Windows,1.4,98994,1452,256,0,0
HP,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.29,106507,2179,512,0,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,1.9,61485,1087,0,500,0
Google,Ultrabook,12.3,0,1,Intel ,8,1,0,0,Intel,Chrome,1.1,67932,1612,128,0,0
Dell,Ultrabook,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.42,98134,1090,256,0,0
Asus,Notebook,15.6,1,0,Intel ,12,1,1,0,Intel,Windows,2.06,69211,2174,128,1024,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.79,39427,774,128,0,0
Dell,Workstation,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,1.78,128298,1087,256,0,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.7,72674,1089,180,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.2,35964,1087,0,0,0
Toshiba,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.05,89084,1090,256,0,0
Dell,Notebook,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2.16,67239,1087,512,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.18,31254,773,0,0,0
HP,Notebook,13.3,1,0,Intel ,4,1,0,0,Intel,Windows,1.49,38681,1090,128,0,0
Chuwi,Notebook,15.6,0,0,Intel ,4,0,0,1,Intel,Windows,1.89,13261,1087,0,0,64
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.3,30103,773,128,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.75,55891,1089,256,0,0
Dell,Workstation,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.17,124569,1087,512,0,0
Dell,Notebook,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.06,101179,1087,512,0,0
Lenovo,Ultrabook,12.5,1,0,Intel ,16,1,0,0,Intel,Windows,1.36,95797,1091,512,0,0
Asus,Ultrabook,12.5,0,0,Intel ,16,1,0,0,Intel,Windows,0.91,103896,1091,512,0,0
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2.3,53919,1087,256,0,0
Toshiba,Ultrabook,13.3,0,1,Intel ,32,1,0,0,Intel,Windows,1.05,149131,1090,512,0,0
Asus,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,1.99,71928,1087,128,1024,0
Acer,Notebook,15.6,0,0,AMD ,8,0,1,0,AMD,Windows,2.2,30849,773,0,0,0
Asus,Gaming,17.3,1,1,Intel ,24,1,1,0,Nvidia,Windows,4.33,67612,1086,256,1024,0
Lenovo,Ultrabook,12.5,1,0,Intel ,8,1,0,0,Intel,Windows,1.3,58555,776,180,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.17,47893,1087,256,0,0
HP,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.48,93187,1089,0,0,0
Lenovo,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.4,50563,1090,256,0,0
